obs_names,predicted_labels,majority_voting
Oetjen_2018.N:2745,NK cells,NK cells
Granja_2019.BMMC_D1T1:6074,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM1_pos:10931,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:2415,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:7738,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T1:1293,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:1295,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.L:3812,Tem/Effector helper T cells,Tcm/Naive helper T cells
Oetjen_2018.O:1704,Tem/Effector helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:732,MAIT cells,MAIT cells
Zheng_2021.P20190122-T:113,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:4735,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd1:104,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM5_pos:5908,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Granja_2019.BMMC_D1T2:3479,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD3_pos:4838,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM12_pos:2600,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.SMMl-2:255,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_neg:6441,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.N:1307,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm7:820,Type 17 helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:5177,NK cells,NK cells
Zavidij_2020.MM-4:190,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:3831,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20181219-T:245,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.SMMh-4:520,NK cells,NK cells
Foster_2024.SMM10_pos:950,NKT cells,NKT cells
Bailur_2019.mgus12:1899,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.B:1376,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM4_pos:6974,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM13_pos:1839,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.83942_Primary:8128,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:3837,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_neg:2939,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Foster_2024.SMM2_pos:1550,Tcm/Naive helper T cells,Tem/Effector helper T cells
Foster_2024.SMM5_pos:369,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM11_pos:7835,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM13_pos:5579,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM9_pos:4503,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190122-T:3535,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:8034,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:4496,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM4_pos:4099,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zavidij_2020.SMMh-7:81,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.mgus7:170,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.K:3614,NK cells,NK cells
Oetjen_2018.M:1559,Monocytes,Monocytes
Bailur_2019.mgus4:219,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM6_pos:3679,Tcm/Naive helper T cells,Tem/Effector helper T cells
Foster_2024.MM4_pos:2230,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:6980,Tem/Effector helper T cells,Tcm/Naive helper T cells
Oetjen_2018.H:724,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:3401,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mm3:1296,Regulatory T cells,Regulatory T cells
Foster_2024.SMM9_pos:7250,Tcm/Naive helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus3:778,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus3:958,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus4:738,NK cells,NK cells
Foster_2024.SMM5_pos:9282,Follicular helper T cells,Follicular helper T cells
Foster_2024.SMM5_pos:2188,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:8682,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:5149,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.L:1073,Tem/Effector helper T cells,Tem/Effector helper T cells
Zheng_2021.P20190122-P:2701,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.T:3152,Tem/Effector helper T cells,Tem/Effector helper T cells
Zavidij_2020.SMMh-3:372,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM12_pos:7042,Tem/Trm cytotoxic T cells,MAIT cells
Oetjen_2018.W:1865,Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:7260,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Foster_2024.SMM13_pos:11715,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Bailur_2019.hd1:256,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus4:1435,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM5_neg:2867,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:7235,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.HD1_neg:1023,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.J:679,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:388,Regulatory T cells,Regulatory T cells
Foster_2024.SMM13_pos:1682,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:9354,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM6_pos:5563,Tcm/Naive helper T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190122-T:3250,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:11624,MAIT cells,MAIT cells
Oetjen_2018.N:540,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:2186,Regulatory T cells,Regulatory T cells
Foster_2024.SMM9_pos:7683,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20190322-T:1430,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mm4:1656,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM9_pos:499,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.K:5070,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-P:4594,Regulatory T cells,Regulatory T cells
Foster_2024.SMM13_pos:12132,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.J:1859,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM6_pos:978,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:2270,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Kfoury_2021.BMM6:1563,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM10_neg:3265,MAIT cells,MAIT cells
Foster_2024.HD2_pos:2872,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_neg:2218,Tem/Effector helper T cells,Monocytes
Foster_2024.HD3_pos:1034,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM11_pos:9625,NK cells,NK cells
Foster_2024.SMM13_pos:2190,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.B:211,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.W:1913,Tcm/Naive helper T cells,Tem/Effector helper T cells
Foster_2024.SMM11_pos:2489,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zheng_2021.P20181219-T:3288,MAIT cells,MAIT cells
Liu_2021.37692_Primary:1936,Tem/Effector helper T cells,Tcm/Naive helper T cells
Liu_2021.58408_SMM:2626,Regulatory T cells,Regulatory T cells
Foster_2024.SMM12_pos:1074,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.L:87,Treg(diff),Treg(diff)
Foster_2024.SMM12_pos:5513,Tem/Effector helper T cells,Tem/Effector helper T cells
Granja_2019.BMMC_D1T2:347,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.K:4062,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.W:1825,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.U:940,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.NBM-11:337,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:4262,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:7614,Mast cells,Mast cells
Bailur_2019.mgus12:1581,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20181219-T:681,NK cells,NK cells
Bailur_2019.mgus12:1843,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.K:4492,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:5353,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM7_pos:147,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.HD3_neg:4478,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:5278,Regulatory T cells,Regulatory T cells
Liu_2021.37692_Primary:812,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:10442,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:3171,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_pos:649,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190322-T:552,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.60359_Primary:3133,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mm1:163,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.hd2:412,MAIT cells,MAIT cells
Foster_2024.MM4_pos:7637,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:6844,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:8419,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:4047,Tcm/Naive helper T cells,Tem/Effector helper T cells
Foster_2024.SMM1_pos:2306,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.MM7_pos:2227,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM14_pos:88,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T1:1828,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.NBM-10:412,Type 1 helper T cells,Type 1 helper T cells
Foster_2024.SMM6_pos:2809,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:2956,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.77570_Primary:4675,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM6:1621,Kupffer cells,Kupffer cells
Oetjen_2018.A:1111,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:1021,CD16+ NK cells,CD16+ NK cells
Foster_2024.MM4_pos:8517,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM6_pos:8508,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.N:3314,NK cells,NK cells
Bailur_2019.mgus4:1665,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.MGUS-6:53,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:5148,MAIT cells,MAIT cells
Oetjen_2018.S_T2:2929,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM9_pos:3194,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.A:1329,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:10077,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM5_pos:435,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus1:636,Tem/Effector helper T cells,Tem/Effector helper T cells
Oetjen_2018.W:2070,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:4760,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:4706,Tem/Effector helper T cells,Regulatory T cells
Foster_2024.SMM2_neg:3186,CD16+ NK cells,CD16+ NK cells
Foster_2024.SMM6_pos:647,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM4_neg:2833,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.S_T2:3316,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MGUS1_pos:4373,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.N:3732,Tem/Effector helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM4_pos:4544,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM13_pos:2152,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Liu_2021.83942_Primary:5604,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MM4_pos:3902,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:2846,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zavidij_2020.SMMh-6:589,Tcm/Naive helper T cells,MAIT cells
Foster_2024.SMM5_pos:4028,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:6047,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM2_pos:5998,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Zavidij_2020.SMMh-10:219,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.S_T1:2756,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.58408_SMM:1543,NKT cells,Tem/Temra cytotoxic T cells
Oetjen_2018.F:1711,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Liu_2021.37692_Primary:3302,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-T:1039,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus9:1009,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM4_pos:2149,Tcm/Naive helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:6922,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.MGUS1_pos:2664,Tem/Effector helper T cells,Tcm/Naive helper T cells
Granja_2019.BMMC_D1T1:1274,Tem/Effector helper T cells,Tem/Effector helper T cells
Bailur_2019.mgus6:134,Regulatory T cells,Regulatory T cells
Foster_2024.SMM4_pos:4645,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_neg:4190,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM5_pos:7212,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.T:170,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190122-P:117,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM1_neg:8091,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM5_pos:6258,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:2872,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM13_pos:12804,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM6_pos:5539,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM4_pos:349,NK cells,CD16+ NK cells
Foster_2024.MM7_pos:9024,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_neg:2195,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mgus13:2335,Tem/Effector helper T cells,Tem/Effector helper T cells
Zavidij_2020.NBM-10:879,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM12_pos:4869,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM9_pos:792,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Oetjen_2018.M:132,Tem/Effector helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM1_neg:5809,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.U:1142,Tem/Effector helper T cells,Tem/Effector helper T cells
Liu_2021.58408_SMM:171,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:5297,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM12_pos:3595,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.HD2_pos:2308,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM2_pos:2972,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:3350,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.F:2106,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD2_pos:430,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Zheng_2021.P20190122-T:5258,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM12_pos:3393,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM5_neg:664,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:171,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM14_neg:497,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:8344,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_neg:3254,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM8_pos:6397,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.MM7_pos:2825,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190322-T:2729,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20190122-P:1258,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM2_pos:1055,MAIT cells,MAIT cells
Oetjen_2018.N:2099,CD16+ NK cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM5_pos:1839,Regulatory T cells,Regulatory T cells
Oetjen_2018.U:2960,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.K:3870,CD16+ NK cells,CD16+ NK cells
Oetjen_2018.R:1657,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD2_pos:5028,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.58408_SMM:2842,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:9129,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM5_pos:3435,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM6_pos:3847,Tcm/Naive helper T cells,Regulatory T cells
Foster_2024.SMM7_pos:2224,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:4046,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zavidij_2020.MM-4:320,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.hd3:148,NK cells,NK cells
Oetjen_2018.H:1011,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM13_pos:10669,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM4_pos:7874,Type 1 helper T cells,Type 1 helper T cells
Foster_2024.SMM2_pos:232,Tem/Effector helper T cells,Tem/Effector helper T cells
Liu_2021.77570_Primary:86,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.59114_Primary:2385,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM8_pos:5475,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM6_neg:991,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM7_pos:2041,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Zheng_2021.P20181219-T:1171,CRTAM+ gamma-delta T cells,CRTAM+ gamma-delta T cells
Foster_2024.SMM5_pos:9193,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Bailur_2019.mgus13:1580,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM13_pos:7405,NK cells,NK cells
Foster_2024.SMM11_pos:4738,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.MM4_pos:1545,Tem/Effector helper T cells,Tem/Effector helper T cells
Liu_2021.83942_Primary:4532,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Bailur_2019.mgus14:1966,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.H:1394,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.60359_Primary:1587,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:1528,CRTAM+ gamma-delta T cells,NK cells
Foster_2024.MGUS1_neg:3410,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM3_pos:862,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM1_pos:8034,Type 1 helper T cells,Type 1 helper T cells
Oetjen_2018.F:1517,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T1:30,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM6:1717,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM12_pos:3616,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus14:1762,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM5:1712,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM9_pos:9401,NK cells,NK cells
Foster_2024.MM6_pos:11227,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:5314,NKT cells,Tem/Temra cytotoxic T cells
Zavidij_2020.MGUS-4:31,NK cells,NK cells
Zheng_2021.P20190122-T:4182,Memory CD4+ cytotoxic T cells,Memory CD4+ cytotoxic T cells
Bailur_2019.mgus14:838,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:2972,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus5:1675,NK cells,Tem/Temra cytotoxic T cells
Foster_2024.SMM2_pos:174,Tem/Effector helper T cells,Tem/Effector helper T cells
Foster_2024.SMM8_pos:2176,Tcm/Naive cytotoxic T cells,Tcm/Naive cytotoxic T cells
Foster_2024.SMM9_pos:804,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM4_pos:3105,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.59114_Primary:2366,NK cells,Tem/Trm cytotoxic T cells
Bailur_2019.mgus3:1165,CRTAM+ gamma-delta T cells,Tem/Trm cytotoxic T cells
Foster_2024.SMM13_pos:7527,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.W:1068,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Liu_2021.37692_Primary:851,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T2:1476,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Kfoury_2021.BMM2:3265,CD8a/a,CD8a/a
Foster_2024.SMM7_neg:3727,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Liu_2021.47491_SMM:1430,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MGUS1_pos:620,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.HD1_pos:1826,Tem/Temra cytotoxic T cells,Tem/Temra cytotoxic T cells
Oetjen_2018.L:2219,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.SMM5_pos:8966,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Oetjen_2018.S_T1:196,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Foster_2024.MM7_pos:9326,Tcm/Naive helper T cells,Tcm/Naive helper T cells
Zheng_2021.P20190122-T:1432,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Bailur_2019.hd5:270,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Oetjen_2018.K:3480,Tem/Trm cytotoxic T cells,Tem/Trm cytotoxic T cells
Foster_2024.HD3_neg:1054,CD16- NK cells,CD16- NK cells
Foster_2024.MM4_pos:707,Tcm/Naive helper T cells,Tcm/Naive helper T cells
