pathway,pathway_neat,gene
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SNAP25
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SNRPA1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOCS1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOCS2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOCS3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOCS5
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOCS6
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOD1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOD2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOS1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOS2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SOX2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SP100
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SQSTM1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STAT1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STAT2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STAT3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STAT4
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STAT5A
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STAT5B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STAT6
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STX1A
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STX3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STX4
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,STXBP2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SUMO1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,SYK
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TAB1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TAB2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TAB3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TALDO1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TBK1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TCP1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TEC
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TGFB1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TIMP1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNF
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF11A
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF11B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF12A
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF13B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF13C
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF14
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF17
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF18
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF1A
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF1B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF25
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF4
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF6B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF8
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFRSF9
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF11
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF12
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF13
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF13B
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF14
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF15
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF18
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF4
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF8
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNFSF9
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TNIP2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TOLLIP
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TP53
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TPR
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRAF2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRAF3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRAF6
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM10
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM14
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM17
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM21
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM22
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM25
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM26
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM29
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM31
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM34
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM35
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM38
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM45
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM46
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM48
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM5
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM6
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM62
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM68
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TRIM8
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TSLP
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TWIST1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TXLNA
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,TYK2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBA3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBA52
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBA7
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBB
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBC
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBE2D1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBE2D2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBE2D3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBE2E1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBE2L6
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBE2M
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBE2N
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,UBE2V1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,USP18
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,USP41
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,VAMP2
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,VAMP7
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,VAV1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,VCAM1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,VEGFA
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,VIM
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,VRK3
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,XAF1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,YES1
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,YWHAZ
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,ZEB1
REACTOME_SELECTIVE_AUTOPHAGY,,ARL13B
REACTOME_SELECTIVE_AUTOPHAGY,,ATG12
REACTOME_SELECTIVE_AUTOPHAGY,,ATG5
REACTOME_SELECTIVE_AUTOPHAGY,,ATM
REACTOME_SELECTIVE_AUTOPHAGY,,CETN1
REACTOME_SELECTIVE_AUTOPHAGY,,CFTR
REACTOME_SELECTIVE_AUTOPHAGY,,CSNK2A1
REACTOME_SELECTIVE_AUTOPHAGY,,CSNK2A2
REACTOME_SELECTIVE_AUTOPHAGY,,CSNK2B
REACTOME_SELECTIVE_AUTOPHAGY,,DYNC1H1
REACTOME_SELECTIVE_AUTOPHAGY,,DYNC1I1
REACTOME_SELECTIVE_AUTOPHAGY,,DYNC1I2
REACTOME_SELECTIVE_AUTOPHAGY,,DYNC1LI1
REACTOME_SELECTIVE_AUTOPHAGY,,DYNC1LI2
REACTOME_SELECTIVE_AUTOPHAGY,,DYNLL1
REACTOME_SELECTIVE_AUTOPHAGY,,DYNLL2
REACTOME_SELECTIVE_AUTOPHAGY,,EPAS1
REACTOME_SELECTIVE_AUTOPHAGY,,FUNDC1
REACTOME_SELECTIVE_AUTOPHAGY,,HDAC6
REACTOME_SELECTIVE_AUTOPHAGY,,HSF1
REACTOME_SELECTIVE_AUTOPHAGY,,HSP90AA1
REACTOME_SELECTIVE_AUTOPHAGY,,HSPA8
REACTOME_SELECTIVE_AUTOPHAGY,,IFT88
REACTOME_SELECTIVE_AUTOPHAGY,,MAP1LC3A
REACTOME_SELECTIVE_AUTOPHAGY,,MAP1LC3B
REACTOME_SELECTIVE_AUTOPHAGY,,MFN1
REACTOME_SELECTIVE_AUTOPHAGY,,MFN2
REACTOME_SELECTIVE_AUTOPHAGY,,MTERF3
REACTOME_SELECTIVE_AUTOPHAGY,,NBR1
REACTOME_SELECTIVE_AUTOPHAGY,,PARK7
REACTOME_SELECTIVE_AUTOPHAGY,,PCNT
REACTOME_SELECTIVE_AUTOPHAGY,,PEX5
REACTOME_SELECTIVE_AUTOPHAGY,,PGAM5
REACTOME_SELECTIVE_AUTOPHAGY,,PINK1
REACTOME_SELECTIVE_AUTOPHAGY,,PLIN2
REACTOME_SELECTIVE_AUTOPHAGY,,PLIN3
REACTOME_SELECTIVE_AUTOPHAGY,,PRKAA2
REACTOME_SELECTIVE_AUTOPHAGY,,PRKAB1
REACTOME_SELECTIVE_AUTOPHAGY,,PRKAB2
REACTOME_SELECTIVE_AUTOPHAGY,,PRKAG1
REACTOME_SELECTIVE_AUTOPHAGY,,PRKAG2
REACTOME_SELECTIVE_AUTOPHAGY,,PRKAG3
REACTOME_SELECTIVE_AUTOPHAGY,,PRKN
REACTOME_SELECTIVE_AUTOPHAGY,,RPS27A
REACTOME_SELECTIVE_AUTOPHAGY,,SQSTM1
REACTOME_SELECTIVE_AUTOPHAGY,,SRC
REACTOME_SELECTIVE_AUTOPHAGY,,TOMM20
REACTOME_SELECTIVE_AUTOPHAGY,,TOMM22
REACTOME_SELECTIVE_AUTOPHAGY,,TOMM40
REACTOME_SELECTIVE_AUTOPHAGY,,TOMM5
REACTOME_SELECTIVE_AUTOPHAGY,,TOMM6
REACTOME_SELECTIVE_AUTOPHAGY,,TOMM7
REACTOME_SELECTIVE_AUTOPHAGY,,TOMM70
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA1A
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA1B
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA1C
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA3C
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA3D
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA3E
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA4A
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA4B
REACTOME_SELECTIVE_AUTOPHAGY,,TUBA8
REACTOME_SELECTIVE_AUTOPHAGY,,TUBAL3
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB1
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB2A
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB2B
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB3
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB4A
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB4B
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB6
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB8
REACTOME_SELECTIVE_AUTOPHAGY,,TUBB8B
REACTOME_SELECTIVE_AUTOPHAGY,,UBA52
REACTOME_SELECTIVE_AUTOPHAGY,,UBB
REACTOME_SELECTIVE_AUTOPHAGY,,UBC
REACTOME_SELECTIVE_AUTOPHAGY,,UBE2N
REACTOME_SELECTIVE_AUTOPHAGY,,UBE2V1
REACTOME_SELECTIVE_AUTOPHAGY,,ULK1
REACTOME_SELECTIVE_AUTOPHAGY,,USP30
REACTOME_SELECTIVE_AUTOPHAGY,,VCP
REACTOME_SELECTIVE_AUTOPHAGY,,VDAC1
REACTOME_SELECTIVE_AUTOPHAGY,,VIM
REACTOME_SIGNALING_BY_INTERLEUKINS,,AGER
REACTOME_SIGNALING_BY_INTERLEUKINS,,AIP
REACTOME_SIGNALING_BY_INTERLEUKINS,,AKT1
REACTOME_SIGNALING_BY_INTERLEUKINS,,ALOX15
REACTOME_SIGNALING_BY_INTERLEUKINS,,ALOX5
REACTOME_SIGNALING_BY_INTERLEUKINS,,ANXA1
REACTOME_SIGNALING_BY_INTERLEUKINS,,ANXA2
REACTOME_SIGNALING_BY_INTERLEUKINS,,APP
REACTOME_SIGNALING_BY_INTERLEUKINS,,ARF1
REACTOME_SIGNALING_BY_INTERLEUKINS,,ATF1
REACTOME_SIGNALING_BY_INTERLEUKINS,,ATF2
REACTOME_SIGNALING_BY_INTERLEUKINS,,BATF
REACTOME_SIGNALING_BY_INTERLEUKINS,,BCL2
REACTOME_SIGNALING_BY_INTERLEUKINS,,BCL2L1
REACTOME_SIGNALING_BY_INTERLEUKINS,,BCL6
REACTOME_SIGNALING_BY_INTERLEUKINS,,BIRC5
REACTOME_SIGNALING_BY_INTERLEUKINS,,BLNK
REACTOME_SIGNALING_BY_INTERLEUKINS,,BOLA2
REACTOME_SIGNALING_BY_INTERLEUKINS,,BOLA2B
REACTOME_SIGNALING_BY_INTERLEUKINS,,BRWD1
REACTOME_SIGNALING_BY_INTERLEUKINS,,BTRC
REACTOME_SIGNALING_BY_INTERLEUKINS,,CA1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CANX
REACTOME_SIGNALING_BY_INTERLEUKINS,,CAPZA1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CASP1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CASP3
REACTOME_SIGNALING_BY_INTERLEUKINS,,CBL
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL11
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL19
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL2
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL20
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL22
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL3
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL3L1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL3L3
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL4
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCL5
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCND1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCR1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCR2
REACTOME_SIGNALING_BY_INTERLEUKINS,,CCR5
REACTOME_SIGNALING_BY_INTERLEUKINS,,CD36
REACTOME_SIGNALING_BY_INTERLEUKINS,,CD4
REACTOME_SIGNALING_BY_INTERLEUKINS,,CD80
REACTOME_SIGNALING_BY_INTERLEUKINS,,CD86
REACTOME_SIGNALING_BY_INTERLEUKINS,,CDC42
REACTOME_SIGNALING_BY_INTERLEUKINS,,CDKN1A
REACTOME_SIGNALING_BY_INTERLEUKINS,,CEBPD
REACTOME_SIGNALING_BY_INTERLEUKINS,,CFL1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CHUK
REACTOME_SIGNALING_BY_INTERLEUKINS,,CISH
REACTOME_SIGNALING_BY_INTERLEUKINS,,CLCF1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CNN2
REACTOME_SIGNALING_BY_INTERLEUKINS,,CNTF
REACTOME_SIGNALING_BY_INTERLEUKINS,,CNTFR
REACTOME_SIGNALING_BY_INTERLEUKINS,,COL1A2
REACTOME_SIGNALING_BY_INTERLEUKINS,,CREB1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CRK
REACTOME_SIGNALING_BY_INTERLEUKINS,,CRKL
REACTOME_SIGNALING_BY_INTERLEUKINS,,CRLF1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CRLF2
REACTOME_SIGNALING_BY_INTERLEUKINS,,CSF1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CSF1R
REACTOME_SIGNALING_BY_INTERLEUKINS,,CSF2
REACTOME_SIGNALING_BY_INTERLEUKINS,,CSF2RA
REACTOME_SIGNALING_BY_INTERLEUKINS,,CSF2RB
REACTOME_SIGNALING_BY_INTERLEUKINS,,CSF3
REACTOME_SIGNALING_BY_INTERLEUKINS,,CSF3R
REACTOME_SIGNALING_BY_INTERLEUKINS,,CTF1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CTSG
REACTOME_SIGNALING_BY_INTERLEUKINS,,CUL1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CXCL1
REACTOME_SIGNALING_BY_INTERLEUKINS,,CXCL10
REACTOME_SIGNALING_BY_INTERLEUKINS,,CXCL2
REACTOME_SIGNALING_BY_INTERLEUKINS,,CXCL8
REACTOME_SIGNALING_BY_INTERLEUKINS,,DUSP3
REACTOME_SIGNALING_BY_INTERLEUKINS,,DUSP4
REACTOME_SIGNALING_BY_INTERLEUKINS,,DUSP6
REACTOME_SIGNALING_BY_INTERLEUKINS,,DUSP7
REACTOME_SIGNALING_BY_INTERLEUKINS,,EBI3
REACTOME_SIGNALING_BY_INTERLEUKINS,,ELK1
REACTOME_SIGNALING_BY_INTERLEUKINS,,F13A1
REACTOME_SIGNALING_BY_INTERLEUKINS,,FASLG
REACTOME_SIGNALING_BY_INTERLEUKINS,,FBXW11
REACTOME_SIGNALING_BY_INTERLEUKINS,,FCER2
REACTOME_SIGNALING_BY_INTERLEUKINS,,FGF2
REACTOME_SIGNALING_BY_INTERLEUKINS,,FN1
REACTOME_SIGNALING_BY_INTERLEUKINS,,FOS
REACTOME_SIGNALING_BY_INTERLEUKINS,,FOXO1
REACTOME_SIGNALING_BY_INTERLEUKINS,,FOXO3
REACTOME_SIGNALING_BY_INTERLEUKINS,,FPR1
REACTOME_SIGNALING_BY_INTERLEUKINS,,FSCN1
REACTOME_SIGNALING_BY_INTERLEUKINS,,FYN
REACTOME_SIGNALING_BY_INTERLEUKINS,,GAB2
REACTOME_SIGNALING_BY_INTERLEUKINS,,GATA3
REACTOME_SIGNALING_BY_INTERLEUKINS,,GRB2
REACTOME_SIGNALING_BY_INTERLEUKINS,,GSDMD
REACTOME_SIGNALING_BY_INTERLEUKINS,,GSTA2
REACTOME_SIGNALING_BY_INTERLEUKINS,,GSTO1
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C1
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C10
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C11
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C12
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C13
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C14
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C15
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C2
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C3
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C4
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C6
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C7
REACTOME_SIGNALING_BY_INTERLEUKINS,,H3C8
REACTOME_SIGNALING_BY_INTERLEUKINS,,HAVCR2
REACTOME_SIGNALING_BY_INTERLEUKINS,,HCK
REACTOME_SIGNALING_BY_INTERLEUKINS,,HGF
REACTOME_SIGNALING_BY_INTERLEUKINS,,HIF1A
REACTOME_SIGNALING_BY_INTERLEUKINS,,HMGB1
REACTOME_SIGNALING_BY_INTERLEUKINS,,HMOX1
REACTOME_SIGNALING_BY_INTERLEUKINS,,HNRNPA2B1
REACTOME_SIGNALING_BY_INTERLEUKINS,,HNRNPDL
REACTOME_SIGNALING_BY_INTERLEUKINS,,HNRNPF
REACTOME_SIGNALING_BY_INTERLEUKINS,,HSP90AA1
REACTOME_SIGNALING_BY_INTERLEUKINS,,HSP90B1
REACTOME_SIGNALING_BY_INTERLEUKINS,,HSPA8
REACTOME_SIGNALING_BY_INTERLEUKINS,,HSPA9
REACTOME_SIGNALING_BY_INTERLEUKINS,,ICAM1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IFNG
REACTOME_SIGNALING_BY_INTERLEUKINS,,IFNL1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IFNL2
REACTOME_SIGNALING_BY_INTERLEUKINS,,IFNL3
REACTOME_SIGNALING_BY_INTERLEUKINS,,IFNLR1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IGHE
REACTOME_SIGNALING_BY_INTERLEUKINS,,IGHG1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IGHG4
REACTOME_SIGNALING_BY_INTERLEUKINS,,IKBKB
REACTOME_SIGNALING_BY_INTERLEUKINS,,IKBKG
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL10
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL10RA
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL10RB
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL11
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL11RA
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL12A
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL12B
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL12RB1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL12RB2
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL13
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL13RA1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL13RA2
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL15
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL15RA
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL16
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL17A
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL17C
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL17F
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL17RA
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL17RB
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL17RC
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL17RE
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL18
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL18BP
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL18R1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL18RAP
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL19
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1A
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1B
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1F10
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1R1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1R2
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1RAP
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1RAPL1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1RL1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1RL2
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL1RN
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL2
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL20
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL20RA
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL20RB
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL21
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL21R
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL22
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL22RA1
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL22RA2
REACTOME_SIGNALING_BY_INTERLEUKINS,,IL23A
